Time,Type,Count,Average,Median,Percentile90,Percentile99,Maximum 
22:08:15,101,39,239.02564102564102,239.0,261.0,273.0,273.0
22:08:15,103,42,215.14285714285714,210.5,223.0,521.0,521.0
22:08:16,101,63,240.6984126984127,243.0,267.0,288.0,288.0
22:08:16,103,70,218.68571428571428,211.5,259.9,290.0,290.0
22:08:17,101,42,241.71428571428572,241.0,266.7,337.0,337.0
22:08:17,103,43,222.7674418604651,211.0,279.8,330.0,330.0
22:08:17,109,1,248.0,248.0,248.0,248.0,248.0
22:08:17,111,2,228.0,228.0,234.0,234.0,234.0
22:08:18,101,56,248.0,243.5,276.7000000000001,412.0,412.0
22:08:18,103,52,219.84615384615384,212.0,261.0,306.0,306.0
22:08:18,109,2,239.5,239.5,241.0,241.0,241.0
22:08:18,111,1,219.0,219.0,219.0,219.0,219.0
22:08:19,101,47,241.29787234042553,237.0,273.8,325.0,325.0
22:08:19,103,43,219.8372093023256,212.0,260.20000000000005,405.0,405.0
22:08:19,109,3,247.66666666666666,252.0,253.0,253.0,253.0
22:08:19,111,4,218.0,205.0,270.0,270.0,270.0
22:08:20,101,53,242.9245283018868,242.0,276.6,292.0,292.0
22:08:20,103,45,213.22222222222223,212.0,265.59999999999997,308.0,308.0
22:08:21,101,40,240.825,242.0,269.4,299.0,299.0
22:08:21,103,38,211.68421052631578,211.5,241.60000000000002,326.0,326.0
22:08:22,101,46,257.7391304347826,241.5,284.20000000000005,977.0,977.0
22:08:22,103,47,229.27659574468086,209.0,247.8,977.0,977.0
22:08:23,101,36,239.19444444444446,243.5,257.5,271.0,271.0
22:08:23,103,34,214.47058823529412,211.0,255.0,270.0,270.0
22:08:23,109,1,245.0,245.0,245.0,245.0,245.0
22:08:23,111,1,228.0,228.0,228.0,228.0,228.0
22:08:24,101,35,245.45714285714286,242.0,279.2,330.0,330.0
22:08:24,103,37,216.27027027027026,214.0,252.20000000000002,327.0,327.0
22:08:25,101,35,249.94285714285715,253.0,271.2,328.0,328.0
22:08:25,103,34,217.7058823529412,214.0,249.0,305.0,305.0
22:08:25,109,18,272.72222222222223,258.0,326.5,331.0,331.0
22:08:25,111,17,216.47058823529412,208.0,255.0,255.0,255.0
22:08:26,101,36,252.75,249.5,293.00000000000006,353.0,353.0
22:08:26,103,43,212.46511627906978,209.0,242.00000000000003,332.0,332.0
22:08:26,109,5,270.6,260.0,329.0,329.0,329.0
22:08:26,111,3,254.66666666666666,248.0,285.0,285.0,285.0
22:08:27,101,48,244.5625,245.5,273.2,312.0,312.0
22:08:27,103,43,212.62790697674419,213.0,242.4,285.0,285.0
22:08:27,109,2,255.0,255.0,268.0,268.0,268.0
22:08:27,111,2,255.0,255.0,276.0,276.0,276.0
22:08:28,101,45,242.66666666666666,242.0,269.2,312.0,312.0
22:08:28,103,45,212.66666666666666,210.0,237.19999999999996,441.0,441.0
22:08:28,109,3,251.66666666666666,250.0,265.0,265.0,265.0
22:08:28,111,2,241.0,241.0,247.0,247.0,247.0
22:08:29,101,44,244.54545454545453,242.0,277.5,304.0,304.0
22:08:29,103,50,214.28,210.0,249.89999999999998,260.0,260.0
22:08:29,109,1,250.0,250.0,250.0,250.0,250.0
22:08:29,111,1,212.0,212.0,212.0,212.0,212.0
22:08:30,101,31,242.7741935483871,244.0,263.0,292.0,292.0
22:08:30,103,30,209.86666666666667,210.5,228.8,276.0,276.0
22:08:30,109,2,251.0,251.0,256.0,256.0,256.0
22:08:30,111,1,231.0,231.0,231.0,231.0,231.0
22:08:31,101,34,246.94117647058823,242.5,285.5,315.0,315.0
22:08:31,103,33,209.6060606060606,211.0,223.0,279.0,279.0
22:08:32,101,36,243.41666666666666,242.5,266.20000000000005,310.0,310.0
22:08:32,103,30,214.4,212.5,229.3,286.0,286.0
22:08:33,101,38,244.31578947368422,248.5,264.2,301.0,301.0
22:08:33,103,33,214.36363636363637,208.0,258.6,304.0,304.0
22:08:33,109,1,268.0,268.0,268.0,268.0,268.0
22:08:33,111,1,211.0,211.0,211.0,211.0,211.0
22:08:34,101,43,244.97674418604652,243.0,273.40000000000003,301.0,301.0
22:08:34,103,45,222.95555555555555,213.0,262.8,453.0,453.0
22:08:34,109,2,243.0,243.0,250.0,250.0,250.0
22:08:34,111,2,243.5,243.5,270.0,270.0,270.0
22:08:35,101,52,252.09615384615384,243.0,299.7,376.0,376.0
22:08:35,103,49,218.85714285714286,211.0,252.0,477.0,477.0
22:08:35,109,1,267.0,267.0,267.0,267.0,267.0
22:08:35,111,1,198.0,198.0,198.0,198.0,198.0
22:08:36,101,43,253.34883720930233,246.0,304.2,360.0,360.0
22:08:36,103,56,214.33928571428572,210.0,234.50000000000003,477.0,477.0
22:08:37,101,68,253.14705882352942,246.0,302.2,330.0,330.0
22:08:37,103,63,223.53968253968253,212.0,269.6,342.0,342.0
22:08:37,109,2,271.5,271.5,275.0,275.0,275.0
22:08:37,111,1,280.0,280.0,280.0,280.0,280.0
22:08:38,101,40,248.425,245.0,282.2,319.0,319.0
22:08:38,103,40,211.375,212.0,225.6,265.0,265.0
22:08:39,101,65,247.36923076923077,242.0,281.6,353.0,353.0
22:08:39,103,72,216.56944444444446,210.5,242.10000000000002,514.0,514.0
22:08:39,109,11,263.8181818181818,257.0,315.40000000000003,320.0,320.0
22:08:39,111,10,242.2,249.0,285.2,287.0,287.0
22:08:40,101,55,249.78181818181818,246.0,298.2,337.0,337.0
22:08:40,103,62,219.53225806451613,211.0,247.3,454.0,454.0
22:08:40,109,17,269.4117647058824,252.0,319.99999999999994,360.0,360.0
22:08:40,111,17,255.05882352941177,255.0,329.59999999999997,356.0,356.0
22:08:41,101,45,241.15555555555557,242.0,266.0,291.0,291.0
22:08:41,103,48,208.95833333333334,211.0,223.60000000000002,292.0,292.0
22:08:42,129,1,256.0,256.0,256.0,256.0,256.0
22:08:42,101,49,246.46938775510205,244.0,287.0,332.0,332.0
22:08:42,103,51,222.45098039215685,212.0,273.8,323.0,323.0
22:08:42,109,6,247.33333333333334,241.0,280.0,280.0,280.0
22:08:42,111,7,241.0,234.0,285.0,285.0,285.0
22:08:43,101,42,246.83333333333334,247.0,268.8,304.0,304.0
22:08:43,103,40,208.325,210.0,224.8,243.0,243.0
22:08:43,109,1,247.0,247.0,247.0,247.0,247.0
22:08:43,111,1,219.0,219.0,219.0,219.0,219.0
22:08:44,129,2,260.0,260.0,281.0,281.0,281.0
22:08:44,101,68,249.02941176470588,243.0,291.4,328.0,328.0
22:08:44,103,103,220.41747572815535,213.0,267.8,389.51999999999947,393.0
22:08:44,109,15,266.8,255.0,316.6,328.0,328.0
22:08:44,111,15,245.26666666666668,220.0,310.8,318.0,318.0
22:08:45,129,1,257.0,257.0,257.0,257.0,257.0
22:08:45,101,50,245.5,242.5,279.8,356.0,356.0
22:08:45,103,58,218.74137931034483,209.5,254.1,513.0,513.0
22:08:45,109,16,256.6875,254.0,303.9,306.0,306.0
22:08:45,111,16,240.5,233.5,297.40000000000003,331.0,331.0
22:08:46,101,43,245.5581395348837,242.0,285.6,305.0,305.0
22:08:46,103,40,212.225,212.0,246.49999999999997,278.0,278.0
22:08:46,109,4,303.25,262.5,451.0,451.0,451.0
22:08:46,111,2,227.0,227.0,227.0,227.0,227.0
22:08:47,101,51,245.5686274509804,246.0,284.6000000000001,303.0,303.0
22:08:47,103,55,210.6909090909091,209.0,219.6,517.0,517.0
22:08:47,109,1,237.0,237.0,237.0,237.0,237.0
22:08:47,111,1,232.0,232.0,232.0,232.0,232.0
22:08:48,101,65,254.8923076923077,244.0,294.8,455.0,455.0
22:08:48,103,58,217.1551724137931,212.0,262.1,329.0,329.0
22:08:48,109,2,258.5,258.5,275.0,275.0,275.0
22:08:48,111,3,233.33333333333334,221.0,260.0,260.0,260.0
22:08:49,101,51,249.94117647058823,243.0,278.6,379.0,379.0
22:08:49,103,45,225.8,214.0,258.0,386.0,386.0
22:08:49,109,1,279.0,279.0,279.0,279.0,279.0
22:08:50,101,47,252.85106382978722,248.0,296.4,327.0,327.0
22:08:50,103,40,237.9,216.0,292.7,501.0,501.0
22:08:50,109,1,236.0,236.0,236.0,236.0,236.0
22:08:50,111,1,221.0,221.0,221.0,221.0,221.0
22:08:51,101,43,245.06976744186048,244.0,277.6,329.0,329.0
22:08:51,103,53,217.11320754716982,212.0,244.20000000000002,538.0,538.0
22:08:52,101,50,246.38,242.5,280.2,364.0,364.0
22:08:52,103,47,210.51063829787233,208.0,234.20000000000002,356.0,356.0
22:08:53,101,43,248.02325581395348,247.0,282.0,333.0,333.0
22:08:53,103,34,211.61764705882354,210.0,252.0,330.0,330.0
22:08:54,101,37,242.83783783783784,241.0,264.6,328.0,328.0
22:08:54,103,40,214.625,210.0,231.79999999999998,523.0,523.0
22:08:55,101,44,246.97727272727272,248.0,280.0,332.0,332.0
22:08:55,103,45,217.17777777777778,211.0,252.2,526.0,526.0
22:08:55,109,14,294.42857142857144,295.0,346.5,349.0,349.0
22:08:55,111,15,187.46666666666667,180.0,213.60000000000002,231.0,231.0
22:08:56,101,37,246.86486486486487,249.0,283.20000000000005,315.0,315.0
22:08:56,103,34,216.11764705882354,212.5,257.5,291.0,291.0
22:08:57,101,44,249.6590909090909,246.5,284.5,324.0,324.0
22:08:57,103,45,205.2,210.0,220.4,237.0,237.0
22:08:57,111,1,220.0,220.0,220.0,220.0,220.0
22:08:58,101,42,243.66666666666666,244.0,273.5,331.0,331.0
22:08:58,103,40,211.65,209.5,227.0,366.0,366.0
22:08:59,101,34,248.7058823529412,241.0,272.5,530.0,530.0
22:08:59,103,32,208.6875,214.0,245.99999999999997,269.0,269.0
22:08:59,111,1,216.0,216.0,216.0,216.0,216.0
22:09:00,101,36,239.63888888888889,239.0,259.5,328.0,328.0
22:09:00,103,34,212.61764705882354,212.0,234.0,260.0,260.0
22:09:01,101,40,246.825,244.0,289.0,328.0,328.0
22:09:01,103,39,214.02564102564102,211.0,218.0,486.0,486.0
22:09:01,109,2,276.0,276.0,300.0,300.0,300.0
22:09:01,111,3,275.0,290.0,323.0,323.0,323.0
22:09:02,101,39,247.97435897435898,244.0,260.0,541.0,541.0
22:09:02,103,43,209.5581395348837,210.0,234.2,252.0,252.0
22:09:02,109,5,256.2,262.0,266.0,266.0,266.0
22:09:02,111,3,222.33333333333334,217.0,235.0,235.0,235.0
22:09:03,101,41,252.90243902439025,242.0,272.8,486.0,486.0
22:09:03,103,38,217.3421052631579,211.0,234.3,465.0,465.0
22:09:04,101,40,243.95,243.0,282.6,331.0,331.0
22:09:04,103,37,232.16216216216216,213.0,330.0,512.0,512.0
22:09:04,109,1,325.0,325.0,325.0,325.0,325.0
22:09:04,111,1,220.0,220.0,220.0,220.0,220.0
22:09:05,101,36,247.58333333333334,241.0,287.6000000000001,458.0,458.0
22:09:05,103,32,212.28125,211.5,246.1,258.0,258.0
22:09:06,101,39,244.82051282051282,248.0,274.0,304.0,304.0
22:09:06,103,42,216.3095238095238,212.0,249.80000000000004,457.0,457.0
22:09:06,109,2,244.5,244.5,247.0,247.0,247.0
22:09:06,111,2,214.0,214.0,222.0,222.0,222.0
22:09:07,101,45,247.53333333333333,245.0,293.0,321.0,321.0
22:09:07,103,38,212.23684210526315,210.5,241.3,285.0,285.0
22:09:07,109,2,257.5,257.5,279.0,279.0,279.0
22:09:07,111,4,228.75,219.0,274.0,274.0,274.0
22:09:08,101,38,244.31578947368422,244.0,275.6,298.0,298.0
22:09:08,103,40,219.35,212.5,272.59999999999997,329.0,329.0
22:09:08,109,1,250.0,250.0,250.0,250.0,250.0
22:09:08,111,1,211.0,211.0,211.0,211.0,211.0
22:09:09,101,34,245.6764705882353,243.5,284.5,352.0,352.0
22:09:09,103,33,210.6969696969697,210.0,232.60000000000002,281.0,281.0
22:09:09,109,1,237.0,237.0,237.0,237.0,237.0
22:09:09,111,1,225.0,225.0,225.0,225.0,225.0
22:09:10,101,37,247.02702702702703,248.0,272.20000000000005,307.0,307.0
22:09:10,103,36,206.16666666666666,209.0,226.10000000000002,273.0,273.0
22:09:10,109,14,275.14285714285717,261.0,370.0,433.0,433.0
22:09:10,111,14,215.07142857142858,201.5,269.0,292.0,292.0
22:09:11,101,49,242.9591836734694,243.0,265.0,308.0,308.0
22:09:11,103,47,212.0,207.0,240.4,308.0,308.0
22:09:12,101,46,241.8913043478261,240.5,264.90000000000003,312.0,312.0
22:09:12,103,46,215.19565217391303,211.5,231.90000000000006,387.0,387.0
22:09:13,101,36,237.66666666666666,240.0,263.90000000000003,275.0,275.0
22:09:13,103,36,214.55555555555554,211.0,237.60000000000002,332.0,332.0
22:09:13,109,1,259.0,259.0,259.0,259.0,259.0
22:09:14,101,35,244.4,244.0,265.4,302.0,302.0
22:09:14,103,34,207.94117647058823,208.5,229.5,262.0,262.0
22:09:14,109,1,242.0,242.0,242.0,242.0,242.0
22:09:14,111,1,284.0,284.0,284.0,284.0,284.0
22:09:15,101,32,251.71875,248.0,276.7,377.0,377.0
22:09:15,103,30,204.96666666666667,208.0,229.60000000000002,250.0,250.0
22:09:16,101,39,245.07692307692307,242.0,290.0,303.0,303.0
22:09:16,103,42,210.16666666666666,211.0,238.5,270.0,270.0
22:09:17,101,46,253.97826086956522,243.5,290.8,482.0,482.0
22:09:17,103,56,214.07142857142858,209.0,239.0,533.0,533.0
22:09:17,109,2,274.0,274.0,288.0,288.0,288.0
22:09:17,111,3,211.33333333333334,214.0,221.0,221.0,221.0
22:09:18,101,46,255.2826086956522,245.5,286.30000000000007,599.0,599.0
22:09:18,103,45,227.53333333333333,210.0,250.0,621.0,621.0
22:09:18,109,3,256.6666666666667,257.0,262.0,262.0,262.0
22:09:18,111,3,214.33333333333334,220.0,227.0,227.0,227.0
22:09:19,101,39,242.0,242.0,276.0,322.0,322.0
22:09:19,103,38,237.07894736842104,211.5,329.1,764.0,764.0
22:09:20,101,47,243.2127659574468,243.0,291.0,378.0,378.0
22:09:20,103,43,226.04651162790697,209.0,287.8,472.0,472.0
22:09:21,101,40,239.825,241.0,278.4,317.0,317.0
22:09:21,103,43,218.53488372093022,211.0,239.2,566.0,566.0
22:09:22,101,38,256.55263157894734,242.5,265.7,782.0,782.0
22:09:22,103,39,232.12820512820514,210.0,265.0,965.0,965.0
22:09:22,109,1,247.0,247.0,247.0,247.0,247.0
22:09:22,111,1,198.0,198.0,198.0,198.0,198.0
22:09:23,101,43,240.06976744186048,243.0,260.0,292.0,292.0
22:09:23,103,42,207.38095238095238,210.5,220.7,241.0,241.0
22:09:23,109,3,249.33333333333334,244.0,268.0,268.0,268.0
22:09:23,111,1,221.0,221.0,221.0,221.0,221.0
22:09:24,101,55,241.78181818181818,243.0,260.4,303.0,303.0
22:09:24,103,52,221.84615384615384,210.0,263.5,502.0,502.0
22:09:25,101,57,248.87719298245614,245.0,296.0,328.0,328.0
22:09:25,103,72,228.68055555555554,212.0,281.4,667.0,667.0
22:09:25,109,17,280.11764705882354,275.0,332.5999999999999,423.0,423.0
22:09:25,111,17,251.52941176470588,222.0,381.3999999999999,475.0,475.0
22:09:26,101,54,248.64814814814815,242.5,284.5,430.0,430.0
22:09:26,103,65,234.98461538461538,214.0,313.0,499.0,499.0
22:09:26,109,1,296.0,296.0,296.0,296.0,296.0
22:09:26,111,1,257.0,257.0,257.0,257.0,257.0
22:09:27,101,41,240.8048780487805,243.0,259.6,274.0,274.0
22:09:27,103,39,209.30769230769232,212.0,225.0,286.0,286.0
22:09:27,109,3,244.0,247.0,248.0,248.0,248.0
22:09:27,111,3,225.33333333333334,224.0,233.0,233.0,233.0
22:09:28,101,43,244.34883720930233,240.0,267.8,432.0,432.0
22:09:28,103,44,208.0909090909091,210.0,225.5,246.0,246.0
22:09:28,109,3,277.3333333333333,264.0,326.0,326.0,326.0
22:09:28,111,4,261.75,230.0,380.0,380.0,380.0
22:09:29,101,42,253.3095238095238,247.5,285.90000000000003,504.0,504.0
22:09:29,103,37,211.64864864864865,212.0,233.00000000000006,387.0,387.0
22:09:29,109,3,257.3333333333333,264.0,268.0,268.0,268.0
22:09:29,111,3,207.0,207.0,213.0,213.0,213.0
22:09:30,129,1,567.0,567.0,567.0,567.0,567.0
22:09:30,101,44,256.4318181818182,245.0,293.5,547.0,547.0
22:09:30,103,52,216.84615384615384,210.0,253.3,476.0,476.0
22:09:30,109,3,245.33333333333334,245.0,251.0,251.0,251.0
22:09:30,111,6,238.83333333333334,234.0,299.0,299.0,299.0
22:09:31,101,45,248.42222222222222,245.0,280.2,451.0,451.0
22:09:31,103,46,215.93478260869566,209.0,231.60000000000002,488.0,488.0
22:09:31,109,1,243.0,243.0,243.0,243.0,243.0
22:09:31,111,1,220.0,220.0,220.0,220.0,220.0
22:09:32,101,43,240.48837209302326,245.0,262.8,274.0,274.0
22:09:32,103,38,208.3421052631579,207.0,218.10000000000002,430.0,430.0
22:09:33,101,39,240.10256410256412,245.0,259.0,264.0,264.0
22:09:33,103,38,214.0,210.0,246.0,329.0,329.0
22:09:34,101,46,252.2826086956522,245.0,281.40000000000003,450.0,450.0
22:09:34,103,43,219.1860465116279,211.0,245.6,553.0,553.0
22:09:34,109,1,262.0,262.0,262.0,262.0,262.0
22:09:34,111,1,217.0,217.0,217.0,217.0,217.0
22:09:35,101,43,253.30232558139534,245.0,283.2,472.0,472.0
22:09:35,103,37,211.3783783783784,210.0,234.80000000000007,330.0,330.0
22:09:36,101,34,240.6764705882353,243.0,262.5,271.0,271.0
22:09:36,103,36,203.25,208.0,223.3,243.0,243.0
22:09:37,101,34,246.02941176470588,246.0,269.0,327.0,327.0
22:09:37,103,37,213.64864864864865,211.0,234.40000000000003,329.0,329.0
22:09:38,101,46,248.06521739130434,244.0,295.20000000000005,425.0,425.0
22:09:38,103,52,217.8653846153846,210.5,265.1,421.0,421.0
22:09:38,109,1,259.0,259.0,259.0,259.0,259.0
22:09:38,111,1,231.0,231.0,231.0,231.0,231.0
22:09:39,101,45,250.64444444444445,246.0,267.2,422.0,422.0
22:09:39,103,34,223.97058823529412,214.0,253.5,484.0,484.0
22:09:40,101,37,252.75675675675674,254.0,272.4,321.0,321.0
22:09:40,103,33,215.93939393939394,212.0,272.2,286.0,286.0
22:09:40,109,15,274.0,269.0,336.0,375.0,375.0
22:09:40,111,14,252.64285714285714,215.5,431.5,534.0,534.0
22:09:41,101,46,256.6521739130435,244.5,299.7000000000001,452.0,452.0
22:09:41,103,42,217.04761904761904,210.5,243.3,448.0,448.0
22:09:42,101,39,246.66666666666666,240.0,282.0,346.0,346.0
22:09:42,103,37,229.43243243243242,211.0,252.60000000000008,590.0,590.0
22:09:43,101,34,240.6764705882353,239.0,274.0,294.0,294.0
22:09:43,103,35,211.4,207.0,227.59999999999997,451.0,451.0
22:09:44,129,1,253.0,253.0,253.0,253.0,253.0
22:09:44,101,50,245.4,243.0,280.0,329.0,329.0
22:09:44,103,52,209.94230769230768,209.0,231.00000000000003,284.0,284.0
22:09:45,101,48,242.72916666666666,239.5,265.6,328.0,328.0
22:09:45,103,49,226.3469387755102,213.0,261.0,492.0,492.0
22:09:45,109,3,243.0,242.0,247.0,247.0,247.0
22:09:45,111,3,227.66666666666666,229.0,231.0,231.0,231.0
22:09:46,101,43,246.93023255813952,243.0,278.8,303.0,303.0
22:09:46,103,39,212.3846153846154,214.0,225.0,279.0,279.0
22:09:46,109,1,541.0,541.0,541.0,541.0,541.0
22:09:46,111,1,209.0,209.0,209.0,209.0,209.0
22:09:47,101,40,248.3,244.5,269.8,352.0,352.0
22:09:47,103,37,219.05405405405406,212.0,234.40000000000003,581.0,581.0
22:09:47,109,1,254.0,254.0,254.0,254.0,254.0
22:09:48,101,44,252.6818181818182,249.5,280.5,482.0,482.0
22:09:48,103,42,234.0952380952381,215.0,286.6,497.0,497.0
22:09:48,111,1,228.0,228.0,228.0,228.0,228.0
22:09:49,129,1,270.0,270.0,270.0,270.0,270.0
22:09:49,101,44,243.4318181818182,242.5,276.5,331.0,331.0
22:09:49,103,43,209.04651162790697,210.0,236.4,267.0,267.0
22:09:49,109,1,271.0,271.0,271.0,271.0,271.0
22:09:49,111,1,237.0,237.0,237.0,237.0,237.0
22:09:50,101,43,259.6511627906977,248.0,286.8,612.0,612.0
22:09:50,103,42,216.11904761904762,211.0,236.80000000000004,530.0,530.0
22:09:51,101,43,251.7906976744186,244.0,278.2,556.0,556.0
22:09:51,103,48,225.625,212.0,290.1000000000001,504.0,504.0
22:09:51,109,2,265.5,265.5,272.0,272.0,272.0
22:09:51,111,1,203.0,203.0,203.0,203.0,203.0
22:09:52,101,41,236.4878048780488,239.0,256.8,275.0,275.0
22:09:52,103,45,213.6888888888889,210.0,243.79999999999995,300.0,300.0
22:09:52,111,1,263.0,263.0,263.0,263.0,263.0
22:09:53,101,45,245.51111111111112,245.0,278.0,350.0,350.0
22:09:53,103,41,215.8048780487805,209.0,295.8000000000003,329.0,329.0
22:09:54,101,34,246.35294117647058,245.0,267.5,394.0,394.0
22:09:54,103,33,217.03030303030303,212.0,263.8,323.0,323.0
22:09:54,109,2,257.5,257.5,265.0,265.0,265.0
22:09:55,101,66,259.24242424242425,242.5,309.8,562.0,562.0
22:09:55,103,70,218.11428571428573,209.5,274.5,386.0,386.0
22:09:55,109,14,282.0,281.0,358.0,380.0,380.0
22:09:55,111,14,239.14285714285714,241.5,280.0,282.0,282.0
22:09:56,101,83,243.51807228915663,241.0,271.40000000000003,328.0,328.0
22:09:56,103,93,226.59139784946237,212.0,276.40000000000015,523.0,523.0
22:09:57,101,56,243.08928571428572,240.0,269.6,391.0,391.0
22:09:57,103,54,210.7962962962963,208.5,236.5,323.0,323.0
22:09:57,109,1,245.0,245.0,245.0,245.0,245.0
22:09:57,111,1,249.0,249.0,249.0,249.0,249.0
22:09:58,101,51,245.15686274509804,244.0,278.20000000000005,315.0,315.0
22:09:58,103,56,219.10714285714286,210.0,263.5,416.0,416.0
22:09:58,109,2,244.0,244.0,247.0,247.0,247.0
22:09:58,111,2,276.0,276.0,315.0,315.0,315.0
22:09:59,101,51,248.45098039215685,242.0,288.20000000000005,344.0,344.0
22:09:59,103,50,218.08,210.0,272.8,319.0,319.0
22:09:59,109,1,243.0,243.0,243.0,243.0,243.0
22:09:59,111,1,218.0,218.0,218.0,218.0,218.0
22:10:00,129,1,255.0,255.0,255.0,255.0,255.0
22:10:00,101,74,247.83783783783784,247.0,264.5,398.0,398.0
22:10:00,103,80,214.425,207.5,262.1,374.0,374.0
22:10:01,101,88,247.625,242.0,276.9000000000001,375.0,375.0
22:10:01,103,81,222.39506172839506,213.0,273.4,482.0,482.0
22:10:01,109,5,274.6,256.0,344.0,344.0,344.0
22:10:01,111,6,240.66666666666666,231.5,279.0,279.0,279.0
22:10:02,101,77,256.14285714285717,245.0,316.6,450.0,450.0
22:10:02,103,81,214.96296296296296,211.0,255.2,330.0,330.0
22:10:02,109,1,252.0,252.0,252.0,252.0,252.0
22:10:02,111,1,203.0,203.0,203.0,203.0,203.0
22:10:03,101,121,248.12396694214877,242.0,286.6,375.72,381.0
22:10:03,103,137,220.02919708029196,208.0,260.0,467.76000000000045,505.0
22:10:04,101,63,250.46031746031747,243.0,299.0,324.0,324.0
22:10:04,103,59,223.28813559322035,209.0,261.0,578.0,578.0
22:10:05,101,85,246.1529411764706,242.0,283.8,356.0,356.0
22:10:05,103,89,213.0561797752809,209.0,254.0,313.0,313.0
22:10:05,109,1,270.0,270.0,270.0,270.0,270.0
22:10:05,111,1,234.0,234.0,234.0,234.0,234.0
22:10:06,101,118,255.02542372881356,241.0,303.3,561.2800000000004,597.0
22:10:06,103,111,219.04504504504504,209.0,263.4,369.1199999999998,375.0
22:10:07,101,129,258.6356589147287,245.0,305.0,581.8999999999994,599.0
22:10:07,103,150,216.68,208.0,255.9,360.11000000000035,380.0
22:10:07,111,1,229.0,229.0,229.0,229.0,229.0
22:10:08,129,1,249.0,249.0,249.0,249.0,249.0
22:10:08,101,106,246.56603773584905,242.0,291.5,360.43999999999994,361.0
22:10:08,103,115,233.77391304347827,211.0,309.20000000000005,560.8400000000001,569.0
22:10:08,109,7,287.7142857142857,262.0,380.0,380.0,380.0
22:10:08,111,7,234.0,238.0,252.0,252.0,252.0
22:10:09,101,58,247.05172413793105,241.5,265.6,557.0,557.0
22:10:09,103,52,221.8846153846154,210.5,255.8,515.0,515.0
22:10:10,101,91,258.6703296703297,244.0,309.4,592.0,592.0
22:10:10,103,85,219.91764705882352,211.0,265.8,407.0,407.0
22:10:10,109,17,288.7647058823529,283.0,355.5999999999999,446.0,446.0
22:10:10,111,17,228.88235294117646,218.0,282.0,294.0,294.0
22:10:11,101,89,254.24719101123594,243.0,292.0,560.0,560.0
22:10:11,103,75,223.90666666666667,214.0,277.8,332.0,332.0
22:10:11,109,1,316.0,316.0,316.0,316.0,316.0
22:10:11,111,1,329.0,329.0,329.0,329.0,329.0
22:10:12,101,54,251.5,245.0,305.5,363.0,363.0
22:10:12,103,55,220.38181818181818,213.0,270.6,386.0,386.0
22:10:13,101,61,258.7704918032787,252.0,310.20000000000005,453.0,453.0
22:10:13,103,51,222.92156862745097,210.0,255.4,511.0,511.0
22:10:13,111,1,222.0,222.0,222.0,222.0,222.0
22:10:14,101,66,250.15151515151516,243.5,275.90000000000003,650.0,650.0
22:10:14,103,72,221.18055555555554,210.0,259.1,518.0,518.0
22:10:14,109,1,245.0,245.0,245.0,245.0,245.0
22:10:15,129,1,287.0,287.0,287.0,287.0,287.0
22:10:15,101,65,248.27692307692308,243.0,294.0,337.0,337.0
22:10:15,103,63,215.04761904761904,210.0,261.0,349.0,349.0
22:10:15,109,3,246.0,244.0,253.0,253.0,253.0
22:10:15,111,3,219.33333333333334,219.0,224.0,224.0,224.0
22:10:16,101,58,245.22413793103448,242.5,274.90000000000003,320.0,320.0
22:10:16,103,52,223.30769230769232,211.5,260.40000000000003,601.0,601.0
22:10:17,101,50,242.86,241.0,262.0,322.0,322.0
22:10:17,103,46,221.80434782608697,210.0,272.1000000000001,449.0,449.0
22:10:18,101,113,247.43362831858408,241.0,286.20000000000005,341.03999999999996,343.0
22:10:18,103,120,223.48333333333332,211.0,264.8,489.69999999999897,517.0
22:10:18,109,3,273.6666666666667,271.0,300.0,300.0,300.0
22:10:18,111,1,269.0,269.0,269.0,269.0,269.0
22:10:19,101,98,248.6734693877551,241.0,303.1,369.0,369.0
22:10:19,103,84,215.88095238095238,210.0,253.5,330.0,330.0
22:10:19,109,1,243.0,243.0,243.0,243.0,243.0
22:10:19,111,1,253.0,253.0,253.0,253.0,253.0
22:10:20,101,70,243.52857142857144,241.0,263.0,312.0,312.0
22:10:20,103,68,220.2058823529412,212.5,270.2,324.0,324.0
22:10:21,101,108,246.2962962962963,243.5,288.20000000000005,370.6599999999999,373.0
22:10:21,103,100,216.61,209.5,256.8,554.6899999999988,557.0
22:10:21,109,1,255.0,255.0,255.0,255.0,255.0
22:10:21,111,1,222.0,222.0,222.0,222.0,222.0
22:10:21,101,55,250.3090909090909,248.0,299.59999999999997,330.0,330.0
22:10:22,103,63,226.52380952380952,213.0,274.40000000000003,466.0,466.0
22:10:22,109,1,288.0,288.0,288.0,288.0,288.0
22:10:22,111,1,237.0,237.0,237.0,237.0,237.0
22:10:23,129,1,331.0,331.0,331.0,331.0,331.0
22:10:23,101,86,258.95348837209303,243.5,316.2,389.0,389.0
22:10:23,103,120,231.88333333333333,211.5,271.9,573.1199999999998,579.0
22:10:23,109,7,279.85714285714283,258.0,346.0,346.0,346.0
22:10:23,111,9,254.55555555555554,227.0,362.0,362.0,362.0
22:10:24,101,109,253.88073394495413,244.0,299.0,477.40000000000083,492.0
22:10:24,103,105,220.27619047619046,210.0,266.20000000000005,498.8599999999995,512.0
22:10:24,109,2,240.5,240.5,241.0,241.0,241.0
22:10:24,111,2,224.0,224.0,228.0,228.0,228.0
